Incident_ID,ORI,Incident_Date_Str,Incident_Time_Str,City,County,State,Zip_Code,Multiple_Locations,On_K12_Campus,Arrest_Made,Crime_Report_Filed,Contact_Reason,In_Custody_Reason,Num_Involved_Civilians,Num_Involved_Officers
URSUS-37-0000-2016-QVA,CA0370000,9/17/2016,536,San Marcos,San Diego County,CA,92069,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,7
URSUS-37-0000-2016-QXQ,CA0370000,1/9/2016,1100,El Cajon,San Diego County,CA,92021,FALSE,FALSE,TRUE,TRUE,"Pre-Planned Activity (arrest/search warrant, parole/probation search)",,1,1
URSUS-37-0000-2016-RMV,CA0370000,11/25/2016,1541,Santee,San Diego County,CA,92071,FALSE,FALSE,TRUE,TRUE,Vehicle / Bike / Pedestrian Stop,,1,6
URSUS-37-0000-2016-RVU,CA0370000,11/4/2016,1948,Poway,San Diego County,CA,92064,FALSE,FALSE,TRUE,FALSE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,1
URSUS-37-0000-2016-RYU,CA0370000,8/5/2016,1539,Santee,San Diego County,CA,92071,FALSE,FALSE,FALSE,TRUE,Call for Service,,1,3
URSUS-37-0000-2016-SBF,CA0370000,3/11/2016,1152,Vista,San Diego County,CA,92081,FALSE,FALSE,FALSE,TRUE,In Custody Event,Awaiting Booking,1,1
URSUS-37-0000-2016-TAP,CA0370000,3/14/2016,1433,Fallbrook,San Diego County,CA,92028,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,1
URSUS-37-0000-2016-TNY,CA0370000,8/18/2016,1020,Lakeside,San Diego County,CA,92040,FALSE,FALSE,TRUE,TRUE,Consensual Encounter / Public Contact / Flag Down,,1,3
URSUS-37-0000-2016-UGZ,CA0370000,7/7/2016,948,Fallbrook,San Diego County,CA,92028,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,2
URSUS-37-0000-2016-UNA,CA0370000,6/4/2016,1901,Vista,San Diego County,CA,92081,FALSE,FALSE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,4
URSUS-37-0000-2016-UXB,CA0370000,7/25/2016,2007,San Diego,San Diego County,CA,92179,FALSE,FALSE,FALSE,FALSE,In Custody Event,Sentenced,1,4
URSUS-37-0000-2016-VBB,CA0370000,10/24/2016,1440,Encinitas,San Diego County,CA,92024,FALSE,FALSE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,4
URSUS-37-0000-2016-VJX,CA0370000,9/20/2016,2325,San Diego,San Diego County,CA,92101,FALSE,FALSE,FALSE,TRUE,In Custody Event,Other,1,7
URSUS-37-0000-2016-WNA,CA0370000,6/16/2016,2335,San Diego,San Diego County,CA,92123,FALSE,FALSE,FALSE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,1
URSUS-37-0000-2016-YBS,CA0370000,9/4/2016,1,Vista,San Diego County,CA,92081,FALSE,FALSE,TRUE,TRUE,In Custody Event,Awaiting Booking,1,1
URSUS-37-0000-2016-YNR,CA0370000,12/28/2016,955,Santee,San Diego County,CA,92071,FALSE,FALSE,TRUE,TRUE,In Custody Event,Other,1,9
URSUS-37-0500-2016-DPX,CA0370500,6/19/2016,1304,El Cajon,San Diego County,CA,92021,FALSE,FALSE,TRUE,FALSE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,2
URSUS-37-0500-2016-WZY,CA0370500,9/26/2016,1257,El Cajon,San Diego County,CA,92021,FALSE,FALSE,FALSE,FALSE,Welfare Check,,1,2
URSUS-37-0500-2016-YKC,CA0370500,1/16/2016,126,El Cajon,San Diego County,CA,92020,FALSE,FALSE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,2,1
URSUS-37-1000-2016-PCA,CA0371000,6/21/2016,1750,Oceanside,San Diego County,CA,92058,FALSE,FALSE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,2
URSUS-37-1100-2016-AND,CA0371100,12/12/2016,2056,San Diego,San Diego County,CA,92117,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,6
URSUS-37-1100-2016-AZF,CA0371100,5/11/2016,2128,San Diego,San Diego County,CA,92114,FALSE,FALSE,FALSE,TRUE,"Pre-Planned Activity (arrest/search warrant, parole/probation search)",,1,4
URSUS-37-1100-2016-BCX,CA0371100,7/28/2016,2254,San Diego,San Diego County,CA,92113,FALSE,FALSE,TRUE,TRUE,Consensual Encounter / Public Contact / Flag Down,,1,2
URSUS-37-1100-2016-CMX,CA0371100,12/3/2016,2135,San Diego,San Diego County,CA,92114,FALSE,FALSE,TRUE,TRUE,Vehicle / Bike / Pedestrian Stop,,1,1
URSUS-37-1100-2016-CXC,CA0371100,1/30/2016,716,San Diego,San Diego County,CA,92114,FALSE,FALSE,FALSE,FALSE,Call for Service,,1,3
URSUS-37-1100-2016-EDN,CA0371100,5/2/2016,2247,San Diego,San Diego County,CA,92114,FALSE,FALSE,TRUE,TRUE,"Pre-Planned Activity (arrest/search warrant, parole/probation search)",,1,2
URSUS-37-1100-2016-GHH,CA0371100,11/13/2016,2113,San Diego,San Diego County,CA,92105,FALSE,FALSE,FALSE,TRUE,Call for Service,,1,1
URSUS-37-1100-2016-GJT,CA0371100,12/12/2016,321,San Diego,San Diego County,CA,92114,FALSE,FALSE,TRUE,FALSE,Call for Service,,1,2
URSUS-37-1100-2016-PEK,CA0371100,1/1/2016,2015,San Diego,San Diego County,CA,92103,FALSE,FALSE,FALSE,TRUE,Call for Service,,1,1
URSUS-37-1100-2016-PTA,CA0371100,6/22/2016,2309,San Diego,San Diego County,CA,92120,FALSE,FALSE,TRUE,FALSE,Call for Service,,1,3
URSUS-37-1100-2016-RRH,CA0371100,1/18/2016,2133,San Diego,San Diego County,CA,92105,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,2
URSUS-37-1100-2016-VCY,CA0371100,5/28/2016,2033,San Diego,San Diego County,CA,92123,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,1
URSUS-37-1100-2016-XDA,CA0371100,2/13/2016,2124,San Diego,San Diego County,CA,92108,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,4
URSUS-37-1100-2016-ZCZ,CA0371100,10/21/2016,2240,San Diego,San Diego County,CA,92110,FALSE,FALSE,TRUE,FALSE,Vehicle / Bike / Pedestrian Stop,,1,5
URSUS-38-0000-2016-PMT,CA0380000,7/27/2016,1030,San Francisco,San Francisco County,CA,94103,FALSE,FALSE,TRUE,TRUE,In Custody Event,Booked - Awaiting Trial,1,5
URSUS-38-0100-2016-MEZ,CA0380100,4/7/2016,957,San Francisco,San Francisco County,CA,94110,FALSE,FALSE,FALSE,TRUE,Call for Service,,1,2
URSUS-38-0100-2016-PCW,CA0380100,5/26/2016,940,San Francisco,San Francisco County,CA,94124,FALSE,FALSE,FALSE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,1
URSUS-38-0100-2016-USX,CA0380100,10/14/2016,2014,San Francisco ,San Francisco County,CA,94132,TRUE,FALSE,FALSE,TRUE,Call for Service,,1,2
URSUS-39-0000-2016-JFZ,CA0390000,12/21/2016,1822,Stockton,San Joaquin County,CA,95205,FALSE,FALSE,FALSE,FALSE,Call for Service,,1,1
URSUS-39-0000-2016-NBU,CA0390000,10/30/2016,230,Stockton,San Joaquin County,CA,95215,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,3
URSUS-39-0000-2016-QHD,CA0390000,4/11/2016,1840,Stockton,San Joaquin County,CA,95205,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,2
URSUS-39-0000-2016-WAS,CA0390000,5/13/2016,1649,Stockton,San Joaquin County,CA,95215,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,2
URSUS-39-0200-2016-GZR,CA0390200,3/16/2016,312,Lodi,San Joaquin County,CA,95240,FALSE,FALSE,TRUE,TRUE,Vehicle / Bike / Pedestrian Stop,,1,2
URSUS-39-0200-2016-YNZ,CA0390200,9/6/2016,1959,Lodi,San Joaquin County,CA,95240,FALSE,FALSE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,2
URSUS-39-0300-2016-GCZ,CA0390300,2/23/2016,1456,Ripon,San Joaquin County,CA,95366,FALSE,FALSE,FALSE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,1
URSUS-39-0500-2016-AFM,CA0390500,11/18/2016,2054,Stockton,San Joaquin County,CA,95206,FALSE,FALSE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,3,2
URSUS-39-0500-2016-BGV,CA0390500,3/7/2016,1055,Stockton,San Joaquin County,CA,95203,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,2
URSUS-39-0500-2016-DMT,CA0390500,8/16/2016,1402,Stockton,San Joaquin County,CA,95207,FALSE,FALSE,FALSE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,1
URSUS-39-0500-2016-EFH,CA0390500,12/4/2016,2254,Stockton,San Joaquin County,CA,95209,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,2
URSUS-39-0500-2016-FTB,CA0390500,6/3/2016,753,Stockton,San Joaquin County,CA,95206,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,5
URSUS-39-0500-2016-JVP,CA0390500,1/13/2016,1615,Stockton,San Joaquin County,CA,95206,FALSE,FALSE,FALSE,TRUE,Vehicle / Bike / Pedestrian Stop,,1,2
URSUS-39-0500-2016-KKF,CA0390500,4/22/2016,750,Stockton,San Joaquin County,CA,95202,FALSE,FALSE,TRUE,TRUE,"Pre-Planned Activity (arrest/search warrant, parole/probation search)",,1,1
URSUS-39-0500-2016-MME,CA0390500,9/18/2016,2350,Stockton,San Joaquin County,CA,95205,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,4
URSUS-39-0500-2016-PSE,CA0390500,1/18/2016,19,Stockton,San Joaquin County,CA,95212,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,7
URSUS-39-0500-2016-RFB,CA0390500,2/23/2016,1503,Ripon,San Joaquin County,CA,95366,FALSE,FALSE,FALSE,TRUE,Vehicle / Bike / Pedestrian Stop,,1,1
URSUS-39-0500-2016-SPH,CA0390500,4/13/2016,850,Stockton,San Joaquin County,CA,95210,FALSE,FALSE,FALSE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,2
URSUS-39-0500-2016-WBU,CA0390500,3/7/2016,2105,Stockton,San Joaquin County,CA,95206,FALSE,FALSE,FALSE,TRUE,Vehicle / Bike / Pedestrian Stop,,1,2
URSUS-39-0500-2016-WEP,CA0390500,8/9/2016,733,Stockton,San Joaquin County,CA,95205,FALSE,FALSE,TRUE,TRUE,"Pre-Planned Activity (arrest/search warrant, parole/probation search)",,1,1
URSUS-39-1500-2016-BEW,CA0391500,4/15/2016,928,Stockton,San Joaquin County,CA,95206,FALSE,TRUE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,1
URSUS-39-1500-2016-CUW,CA0391500,2/26/2016,1431,Stockton,San Joaquin County,CA,95212,FALSE,FALSE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,1
URSUS-40-0100-2016-EPY,CA0400100,8/25/2016,623,Arroyo Grande,San Luis Obispo County,CA,93420,FALSE,FALSE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,1
URSUS-40-0800-2016-YWU,CA0400800,7/4/2016,1300,Atascadero,San Luis Obispo County,CA,93422,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,3
URSUS-41-0000-2016-EBY,CA0410000,3/29/2016,2221,Redwood City,San Mateo County,CA,94061,FALSE,FALSE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,1
URSUS-41-0000-2016-JFY,CA0410000,10/28/2016,632,Redwood City,San Mateo County,CA,94063,FALSE,FALSE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,1
URSUS-41-0000-2016-MVE,CA0410000,8/10/2016,1600,Millbrae,San Mateo County,CA,94030,FALSE,FALSE,TRUE,TRUE,Vehicle / Bike / Pedestrian Stop,,1,1
URSUS-41-0000-2016-NZR,CA0410000,8/8/2016,2320,Millbrae,San Mateo County,CA,94030,FALSE,FALSE,TRUE,TRUE,Vehicle / Bike / Pedestrian Stop,,1,1
URSUS-41-0000-2016-RXQ,CA0410000,2/27/2016,1003,Menlo Park,San Mateo County,CA,94025,FALSE,FALSE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,1
URSUS-41-0000-2016-WES,CA0410000,10/30/2016,830,Palo Alto,Santa Clara County,CA,94304,FALSE,FALSE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,1
URSUS-41-0600-2016-NCC,CA0410600,2/8/2016,1245,Daly City,San Mateo County,CA,94015,TRUE,FALSE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,1
URSUS-41-1100-2016-YXR,CA0411100,3/16/2016,111,Pacifica,San Mateo County,CA,94044,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,2
URSUS-41-1300-2016-ADK,CA0411300,3/6/2016,2122,Redwood City,San Mateo County,CA,94063,TRUE,FALSE,FALSE,TRUE,Consensual Encounter / Public Contact / Flag Down,,1,2
URSUS-41-1400-2016-XMJ,CA0411400,7/12/2016,1159,San Bruno,San Mateo County,CA,94066,FALSE,FALSE,FALSE,FALSE,Welfare Check,,1,1
URSUS-41-1600-2016-CUZ,CA0411600,1/20/2016,245,San Mateo,San Mateo County,CA,94403,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,1
URSUS-41-1700-2016-AZB,CA0411700,3/31/2016,2218,South San Francisco,San Mateo County,CA,94080,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,1
URSUS-41-1700-2016-TUB,CA0411700,11/24/2016,1420,South San Francisco,San Mateo County,CA,94080,FALSE,FALSE,TRUE,TRUE,Consensual Encounter / Public Contact / Flag Down,,1,1
URSUS-41-1700-2016-USX,CA0411700,7/17/2016,2348,South San Francisco,San Mateo County,CA,94080,FALSE,FALSE,TRUE,TRUE,Vehicle / Bike / Pedestrian Stop,,1,1
URSUS-41-1700-2016-VEB,CA0411700,2/5/2016,1012,South San Francisco,San Mateo County,CA,94080,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,3
URSUS-42-0000-2016-APK,CA0420000,5/3/2016,1250,Santa Maria,Santa Barbara County,CA,93455,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,1
URSUS-42-0000-2016-EEU,CA0420000,5/26/2016,1531,Solvang,Santa Barbara County,CA,93463,FALSE,FALSE,FALSE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,2
URSUS-42-0000-2016-RBP,CA0420000,10/14/2016,1611,Carpinteria,Santa Barbara County,CA,93013,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,4
URSUS-42-0000-2016-SEF,CA0420000,5/26/2016,1602,Solvang,Santa Barbara County,CA,93463,FALSE,FALSE,FALSE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,6
URSUS-42-0000-2016-TNG,CA0420000,7/29/2016,755,Santa Barbara,Santa Barbara County,CA,93110,FALSE,FALSE,TRUE,FALSE,In Custody Event,Awaiting Booking,1,4
URSUS-42-0200-2016-UJQ,CA0420200,11/21/2016,804,Lompoc,Santa Barbara County,CA,93436,FALSE,FALSE,FALSE,TRUE,Call for Service,,1,3
URSUS-42-0200-2016-UTP,CA0420200,8/27/2016,1204,Lompoc,Santa Barbara County,CA,93436,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,3
URSUS-42-0200-2016-UUZ,CA0420200,8/21/2016,226,Lompoc,Santa Barbara County,CA,93436,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,2
URSUS-42-0200-2016-WYG,CA0420200,12/3/2016,2039,Lompoc,Santa Barbara County,CA,93436,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,2
URSUS-42-0200-2016-YQC,CA0420200,4/2/2016,1612,Lompoc,Santa Barbara County,CA,93436,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,3
URSUS-42-0300-2016-CFQ,CA0420300,12/8/2016,1132,Santa Barbara,Santa Barbara County,CA,93101,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,2
URSUS-42-0300-2016-GAA,CA0420300,3/18/2016,2118,Santa Barbara,Santa Barbara County,CA,93101,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,5
URSUS-42-0300-2016-PPT,CA0420300,2/6/2016,535,Santa Barbara,Santa Barbara County,CA,93101,FALSE,FALSE,TRUE,TRUE,Consensual Encounter / Public Contact / Flag Down,,1,1
URSUS-42-0400-2016-CKP,CA0420400,7/20/2016,844,Santa Maria,Santa Barbara County,CA,93454,FALSE,FALSE,FALSE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,3
URSUS-42-0400-2016-DJS,CA0420400,5/3/2016,1344,Santa Maria,Santa Barbara County,CA,93454,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,5
URSUS-43-0000-2016-BKG,CA0430000,4/18/2016,1600,Milpitas,Santa Clara County,CA,95035,TRUE,FALSE,FALSE,TRUE,In Custody Event,Booked - Awaiting Trial,2,3
URSUS-43-0000-2016-NAE,CA0430000,9/13/2016,2025,Saratoga,Santa Clara County,CA,95070,FALSE,FALSE,FALSE,TRUE,Welfare Check,,1,1
URSUS-43-0000-2016-NHJ,CA0430000,8/15/2016,1018,San Jose,Santa Clara County,CA,95110,FALSE,FALSE,FALSE,TRUE,In Custody Event,Booked - Awaiting Trial,4,2
URSUS-43-0400-2016-GGT,CA0430400,6/26/2016,2038,Gilroy,Santa Clara County,CA,95020,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,1
URSUS-43-0400-2016-UVZ,CA0430400,4/8/2016,1119,Gilroy,Santa Clara County,CA,95020,FALSE,FALSE,TRUE,TRUE,"Pre-Planned Activity (arrest/search warrant, parole/probation search)",,2,2
URSUS-43-0500-2016-TJV,CA0430500,11/16/2016,425,Los Altos,Santa Clara County,CA,94024,TRUE,FALSE,TRUE,TRUE,Call for Service,,1,3
URSUS-43-0800-2016-AUN,CA0430800,4/29/2016,51,Milpitas,Santa Clara County,CA,95035,FALSE,FALSE,TRUE,TRUE,Vehicle / Bike / Pedestrian Stop,,1,1
URSUS-43-0800-2016-RUB,CA0430800,3/5/2016,2234,Milpitas,Santa Clara County,CA,95035,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,1
URSUS-43-1000-2016-DWY,CA0431000,6/16/2016,1400,San Jose,Santa Clara County,CA,95122,FALSE,FALSE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,1
URSUS-43-1300-2016-DQF,CA0431300,11/13/2016,1930,San Jose,Santa Clara County,CA,95133,FALSE,FALSE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,2
URSUS-43-1300-2016-GKM,CA0431300,7/4/2016,1651,San Jose,Santa Clara County,CA,95127,FALSE,FALSE,FALSE,TRUE,Call for Service,,1,3
URSUS-43-1300-2016-QSV,CA0431300,1/1/2016,822,San Jose,Santa Clara County,CA,95112,FALSE,FALSE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,2
URSUS-43-1300-2016-SBN,CA0431300,3/26/2016,107,San Jose,Santa Clara County,CA,95122,FALSE,FALSE,TRUE,TRUE,Vehicle / Bike / Pedestrian Stop,,1,3
URSUS-43-1300-2016-YPA,CA0431300,11/19/2016,145,SAN JOSE,Santa Clara County,CA,95113,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,4
URSUS-43-1300-2016-ZKN,CA0431300,4/25/2016,2236,San Jose,Santa Clara County,CA,95122,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,5
URSUS-43-1400-2016-FNT,CA0431400,3/26/2016,1215,SANTA CLARA,Santa Clara County,CA,95050,FALSE,FALSE,TRUE,TRUE,Vehicle / Bike / Pedestrian Stop,,1,2
URSUS-43-1400-2016-KRU,CA0431400,4/4/2016,1308,Santa Clara,Santa Clara County,CA,95051,FALSE,FALSE,FALSE,TRUE,"Pre-Planned Activity (arrest/search warrant, parole/probation search)",,1,2
URSUS-43-1600-2016-AWC,CA0431600,7/24/2016,24,Sunnyvale,Santa Clara County,CA,94085,FALSE,FALSE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,1
URSUS-43-1600-2016-PTF,CA0431600,7/4/2016,414,Saratoga,Santa Clara County,CA,95070,TRUE,FALSE,TRUE,TRUE,Vehicle / Bike / Pedestrian Stop,,1,1
URSUS-43-1600-2016-QJK,CA0431600,11/7/2016,1638,Sunnyvale,Santa Clara County,CA,94089,FALSE,FALSE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,1
URSUS-43-1600-2016-UMF,CA0431600,11/3/2016,415,Sunnyvale,Santa Clara County,CA,94086,FALSE,FALSE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,1
URSUS-43-1600-2016-WQA,CA0431600,10/29/2016,709,Sunnyvale,Santa Clara County,CA,94087,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,1
URSUS-43-1700-2016-YWW,CA0431700,3/17/2016,1107,San Jose,Santa Clara County,CA,95112,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,4
URSUS-44-0000-2016-DCB,CA0440000,11/19/2016,252,Watsonville,Santa Cruz County,CA,95076,FALSE,FALSE,FALSE,TRUE,Call for Service,,1,1
URSUS-44-0200-2016-XQP,CA0440200,10/16/2016,330,Santa Cruz,Santa Cruz County,CA,95060,FALSE,FALSE,FALSE,TRUE,Call for Service,,1,4
URSUS-44-0310-2016-XSU,CA0440300,12/25/2016,1657,Watsonville,Santa Cruz County,CA,95076,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,1
URSUS-44-0400-2016-TME,CA0440400,5/5/2016,2115,Scotts Valley,Santa Cruz County,CA,95066,FALSE,FALSE,FALSE,TRUE,Call for Service,,1,1
URSUS-45-0200-2016-BFJ,CA0450200,7/13/2016,720,Redding,Shasta County,CA,96002,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,6
URSUS-45-0200-2016-KZH,CA0450200,1/5/2016,1747,Redding,Shasta County,CA,96003,FALSE,FALSE,FALSE,TRUE,Call for Service,,1,9
URSUS-45-0200-2016-YRH,CA0450200,11/16/2016,1136,Redding,Shasta County,CA,96002,FALSE,FALSE,FALSE,TRUE,Call for Service,,1,4
URSUS-47-0000-2016-FCK,CA0470000,5/17/2016,1830,Montague,Siskiyou County,CA,96064,FALSE,FALSE,FALSE,TRUE,Call for Service,,1,2
URSUS-48-0000-2016-CKJ,CA0480000,5/26/2016,1700,Vallejo,Solano County,CA,94590,FALSE,FALSE,TRUE,TRUE,"Pre-Planned Activity (arrest/search warrant, parole/probation search)",,1,4
URSUS-48-0300-2016-FXJ,CA0480300,3/28/2016,1240,Fairfield,Solano County,CA,94533,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,1
URSUS-48-0500-2016-WFN,CA0480500,1/3/2016,332,Suisun City,Solano County,CA,94585,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,3
URSUS-48-0600-2016-JET,CA0480600,6/4/2016,2220,Vacaville,Solano County,CA,95688,FALSE,FALSE,FALSE,TRUE,Call for Service,,1,1
URSUS-48-0600-2016-PYH,CA0480600,6/14/2016,1051,Vacaville,Solano County,CA,95687,FALSE,FALSE,TRUE,TRUE,Vehicle / Bike / Pedestrian Stop,,1,1
URSUS-48-0600-2016-TJG,CA0480600,6/22/2016,2154,Vacaville,Solano County,CA,95687,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,1
URSUS-48-0600-2016-XZK,CA0480600,6/2/2016,1545,Vacaville,Solano County,CA,95688,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,1
URSUS-48-0700-2016-FAP,CA0480700,10/16/2016,2050,Vallejo,Solano County,CA,94590,FALSE,FALSE,TRUE,TRUE,Ambush - No warning,,1,2
URSUS-48-0700-2016-JVP,CA0480700,8/31/2016,2306,Vallejo,Solano County,CA,94590,FALSE,FALSE,TRUE,TRUE,Vehicle / Bike / Pedestrian Stop,,2,2
URSUS-49-0000-2016-KKV,CA0490000,12/11/2016,1735,Windsor,Sonoma County,CA,95492,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,2
URSUS-49-0500-2016-DJF,CA0490500,5/23/2016,2338,Santa Rosa,Sonoma County,CA,95404,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,1
URSUS-49-0500-2016-VNY,CA0490500,3/2/2016,1125,Santa Rosa,Sonoma County,CA,95404,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,2
URSUS-49-0500-2016-VUZ,CA0490500,10/9/2016,2137,Santa Rosa,Sonoma County,CA,95404,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,5
URSUS-49-0500-2016-XXE,CA0490500,4/1/2016,928,Santa Rosa,Sonoma County,CA,95404,FALSE,FALSE,TRUE,TRUE,Consensual Encounter / Public Contact / Flag Down,,1,2
URSUS-50-0000-2016-AFT,CA0500000,11/13/2016,1000,Hughson,Stanislaus County,CA,95326,FALSE,FALSE,TRUE,TRUE,Vehicle / Bike / Pedestrian Stop,,1,1
URSUS-50-0000-2016-ATZ,CA0500000,7/14/2016,1107,Keyes,Stanislaus County,CA,95328,FALSE,FALSE,TRUE,TRUE,Vehicle / Bike / Pedestrian Stop,,1,1
URSUS-50-0000-2016-KFU,CA0500000,12/2/2016,112,Modesto,Stanislaus County,CA,95358,FALSE,FALSE,TRUE,TRUE,Vehicle / Bike / Pedestrian Stop,,1,2
URSUS-50-0000-2016-TCE,CA0500000,10/19/2016,1110,Riverbank,Stanislaus County,CA,95367,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,3
URSUS-50-0000-2016-ZME,CA0500000,8/26/2016,908,Patterson,Stanislaus County,CA,95363,FALSE,FALSE,TRUE,TRUE,Vehicle / Bike / Pedestrian Stop,,1,1
URSUS-50-0100-2016-KYG,CA0500100,1/5/2016,2148,Ceres,Stanislaus County,CA,95307,FALSE,FALSE,FALSE,TRUE,Consensual Encounter / Public Contact / Flag Down,,1,2
URSUS-50-0200-2016-EJH,CA0500200,10/8/2016,304,Modesto,Stanislaus County,CA,95355,FALSE,FALSE,FALSE,TRUE,Call for Service,,1,3
URSUS-50-0200-2016-KZQ,CA0500200,2/14/2016,1732,Modesto,Stanislaus County,CA,95350,FALSE,FALSE,TRUE,TRUE,Vehicle / Bike / Pedestrian Stop,,1,1
URSUS-50-0200-2016-SYM,CA0500200,10/24/2016,2216,Modesto,Stanislaus County,CA,95350,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,6
URSUS-50-0200-2016-UTT,CA0500200,4/10/2016,639,Modesto,Stanislaus County,CA,95354,FALSE,FALSE,FALSE,TRUE,Call for Service,,1,3
URSUS-50-0400-2016-VWA,CA0500400,11/11/2016,1343,Oakdale,Stanislaus County,CA,95361,FALSE,FALSE,TRUE,TRUE,Call for Service,,1,1
URSUS-51-0200-2016-NWR,CA0510200,6/4/2016,150,Yuba City,Sutter County,CA,95991,TRUE,FALSE,TRUE,TRUE,Crime in Progress / Investigating Suspicious Persons or Circumstances,,1,2
URSUS-51-0200-2016-XMC,CA0510200,10/23/2016,1917,Yuba City,Sutter County,CA,95991,TRUE,FALSE,FALSE,TRUE,Call for Service,,1,1
URSUS-52-0100-2016-HPQ,CA0520100,1/16/2016,624,Corning,Tehama County,CA,96021,FALSE,FALSE,FALSE,TRUE,Consensual Encounter / Public Contact / Flag Down,,2,1
